Area Type,Availability,Location,Size,Society,Total Sqft,Balcony,Price,Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact
Built-up  Area,Ready To Move,Sarjapur  Road,3 Bedroom,Cetattu,2497,2.0,140.0,5/15/22,2.0,14000.0,1000.0,1 out of 3,Carpet Area,Kasba,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1540,3.0,64.0,5/30/22,1.0,5000.0,20.0,2 out of 3,Super Area,Dakshineswar,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Dec,Thanisandra,3 BHK,,1436,1.0,74.75,6/10/22,2.0,7000.0,400.0,Ground out of 2,Carpet Area,chatana,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Jun,Malleshwaram,2 BHK,,1100,2.0,75.0,6/23/22,1.0,3900.0,200.0,2 out of 2,Super Area,Shyam Bazar,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Hennur Road,2 Bedroom,,276,3.0,23.0,6/9/22,3.0,14000.0,840.0,1 out of 4,Carpet Area,Mukundapur,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Moity S,1427,2.0,120.0,6/19/22,1.0,6300.0,300.0,1 out of 1,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,HiahsLa,2061,1.0,200.0,7/3/22,2.0,13000.0,550.0,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Furnished,Bachelors/Family,2.0,Contact Agent
Super built-up  Area,18-Mar,Hebbal,4 BHK,SNontle,3067 - 8156,0.0,477.0,7/3/22,1.0,6800.0,300.0,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
Built-up  Area,Ready To Move,Shampura,4 BHK,,2650,2.0,150.0,5/14/22,2.0,8000.0,800.0,1 out of 1,Super Area,Behala Chowrasta,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,22-Dec,Devanahalli,3 BHK,Sabixtt,1282,2.0,68.52,5/10/22,2.0,10000.0,740.0,Ground out of 6,Carpet Area,Sonarpur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Built-up  Area,Ready To Move,Kadugodi,2 BHK,,1050,1.0,34.0,4/25/22,2.0,18000.0,1300.0,1 out of 1,Super Area,Santoshpur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,LB Shastri Nagar,3 BHK,Sragei ,1600,2.0,65.0,6/13/22,2.0,8000.0,650.0,Ground out of 1,Super Area,"Garia Station, Garia",Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,22-Jan,Vajarahalli,2 BHK,,945,1.0,54.0,5/6/22,2.0,8000.0,490.0,1 out of 1,Super Area,Entally,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Hormavu,2 BHK,SyidaCr,1500,1.0,78.0,6/8/22,1.0,4700.0,250.0,2 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Vishwapriya Layout,7 Bedroom,,950,0.0,115.0,6/8/22,1.0,4700.0,250.0,Ground out of 1,Super Area,"Dash Drone, Rajarhat Newtown",Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Peenya,3 BHK,Jahts H,1870,3.0,110.0,5/6/22,1.0,4500.0,450.0,1 out of 2,Super Area,"Rabindra Pally, Keshtopur",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Sarjapur,3 Bedroom,Inensba,1600,1.0,75.0,6/30/22,1.0,6000.0,300.0,Ground out of 1,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Itelaa ,880,1.0,16.5,6/24/22,2.0,16000.0,750.0,1 out of 3,Super Area,"Rajdanga Gardens, Kasba",Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Ramaswamy Palya - Kammanahalli Main Road,4 Bedroom,,1200,0.0,210.0,7/1/22,1.0,4700.0,250.0,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kudlu Gate,3 BHK,Srier P,1535,2.0,83.0,6/17/22,2.0,14000.0,751.0,3 out of 3,Carpet Area,Baghajatin,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Built-up  Area,Ready To Move,Kanakpura Road,2 BHK,Wiowsri,950,1.0,57.0,6/26/22,2.0,9000.0,900.0,Ground out of 2,Carpet Area,Lake Town,Kolkata,Semi-Furnished,Bachelors,1.0,Contact Owner
Super built-up  Area,18-Aug,Devanahalli,2 BHK,Derdsig,1360,1.0,65.0,6/23/22,2.0,5000.0,400.0,1 out of 3,Carpet Area,Keshtopur,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,19-Mar,8th Phase JP Nagar,2 BHK,Vaarech,1042 - 1105,0.0,54.005,6/13/22,2.0,17500.0,1000.0,Ground out of 2,Carpet Area,Salt Lake City,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Agent
Super built-up  Area,18-May,Bommasandra Industrial Area,3 BHK,,1280,1.0,50.4,6/11/22,2.0,8500.0,1000.0,Ground out of 1,Carpet Area,South Baksara,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,19-Jan,Chandra Layout,3 BHK,TiaksAa,1260,2.0,85.05,5/26/22,3.0,15000.0,1500.0,1 out of 1,Carpet Area,"Chandannagar, Hooghly-Chinsurah",Kolkata,Semi-Furnished,Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Hennur Road,8 Bedroom,,5000,,250.0,4/25/22,2.0,12500.0,750.0,1 out of 3,Carpet Area,"Sukhpally, Haltu",Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,19-Dec,Yelahanka,5 BHK,LedorSa,3050,1.0,213.0,5/11/22,1.0,13000.0,1200.0,2 out of 4,Super Area,Kasba,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kasavanhalli,3 BHK,HMwerCo,1563.05,1.0,105.0,5/6/22,2.0,8000.0,700.0,Ground out of 1,Super Area,"Sakher Bazar, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,ISRO Layout,2 BHK,,1000,1.0,60.0,5/10/22,2.0,8000.0,700.0,4 out of 4,Carpet Area,Garia Dhalua Nabapally,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,17-Jul,Anandapura,2 BHK,ViensRK,1167,1.0,43.76,5/21/22,2.0,8000.0,1000.0,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Vishveshwarya Layout,7 BHK,,4000,2.0,225.0,6/12/22,2.0,7000.0,1200.0,1 out of 3,Super Area,Konnagar,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kothanur,3 BHK,Somumys,1828,,110.0,6/5/22,2.0,2200.0,550.0,2 out of 3,Super Area,Behala silpara,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,HoiewLa,890,1.0,35.0,6/25/22,2.0,8000.0,800.0,Ground out of 4,Carpet Area,Vip Road,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Basavanapura,3 BHK,Dwity T,1612,3.0,46.74,6/11/22,2.0,5500.0,280.0,1 out of 3,Super Area,New Barrakpur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Plot  Area,Ready To Move,Dinnur,6 Bedroom,,1034,,185.0,7/4/22,3.0,20000.0,1100.0,Ground out of 2,Super Area,"Thakurpukur, Kolkata",Kolkata,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,19-Apr,Mysore Road,3 BHK,Brama P,1710,2.0,91.31,5/10/22,2.0,7000.0,950.0,Ground out of 2,Super Area,Kaikhali,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
Super built-up  Area,Ready To Move,Kannamangala,2 BHK,VBownre,957,1.0,58.0,5/13/22,1.0,3500.0,250.0,1 out of 2,Super Area,"Phool Bagan, Kankurgachi",Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-May, Devarachikkanahalli,3 BHK,,1250,3.0,44.0,5/10/22,2.0,5000.0,1000.0,Ground out of 2,Carpet Area,Hindmotor,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Sanjeevini Nagar,3 BHK,Betatsi,2795,,235.0,6/30/22,3.0,20000.0,1000.0,Ground out of 2,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Prcan P,1125,2.0,50.0,5/27/22,2.0,7000.0,650.0,Ground out of 2,Super Area,Howrah,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1020,1.0,30.6,6/8/22,2.0,10000.0,700.0,1 out of 2,Super Area,Benia Pukur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Kalena Agrahara,2 BHK,,1200,2.0,50.0,5/15/22,2.0,7000.0,700.0,Ground out of 3,Carpet Area,Baguiati,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1735,3.0,135.0,6/29/22,3.0,12000.0,1000.0,Ground out of 3,Super Area,E M Bypass,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,G conTh,2050,1.0,145.0,5/13/22,2.0,14500.0,900.0,1 out of 4,Carpet Area,"Panchanan Tola, Thakurpukur",Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,3750,0.0,760.0,5/25/22,1.0,6000.0,700.0,1 out of 2,Super Area,"VIP Nagar, E M Bypass",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Yarandahalli,3 BHK,,1350,3.0,48.0,7/4/22,2.0,9500.0,700.0,1 out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-May,Hosa Road,2 BHK,SStusan,1063,1.0,32.0,6/27/22,2.0,10000.0,450.0,2 out of 1,Carpet Area,Behala,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Keshava Nagar,3 BHK,ETens G,1904,1.0,150.0,5/6/22,1.0,3500.0,120.0,Ground out of 3,Super Area,Dum Dum Cantonment,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Whitefield,4 Bedroom,,4200,2.0,420.0,6/1/22,2.0,9000.0,800.0,1 out of 2,Super Area,"New Garia, Garia",Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,2000,1.0,175.0,6/7/22,3.0,40000.0,1220.0,2 out of 3,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,18-Dec,Sarjapur,2 BHK,Kinuerg,1145 - 1340,0.0,43.49,6/23/22,3.0,16500.0,1100.0,Ground out of 3,Super Area,Mominpur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Tejaswini Nagar,3 BHK,Naods W,1425,2.0,75.0,6/12/22,3.0,8000.0,700.0,Ground out of 3,Carpet Area,"Halisahar Station Road, Kanchrapara",Kolkata,Unfurnished,Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1500,1.0,64.5,5/10/22,2.0,12000.0,800.0,Ground out of 3,Super Area,Santoshpur,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1060,1.0,60.0,6/27/22,2.0,6500.0,670.0,2 out of 2,Super Area,"Dunlop, Dakshineswar, Belgharia Expressway",Kolkata,Unfurnished,Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Jai Bheema Nagar,3 BHK,Sancyra,1470,2.0,70.0,4/30/22,4.0,40000.0,1300.0,1 out of 2,Super Area,Ballygunge,Kolkata,Unfurnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Kothnur Narayanapura,6 BHK,,1300,0.0,99.0,5/6/22,1.0,5000.0,190.0,Ground out of 2,Super Area,Baguihati,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Attibele,1 BHK,Jae 1hu,450,1.0,11.0,5/24/22,2.0,9000.0,700.0,Ground out of 2,Super Area,Kabardanga,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1152,1.0,64.5,6/17/22,1.0,7000.0,240.0,Ground out of 4,Carpet Area,Jadavpur,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,3 BHK,GMown E,1350,1.0,56.0,5/19/22,2.0,18000.0,850.0,2 out of 4,Carpet Area,Behala Chowrasta,Kolkata,Semi-Furnished,Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Srshq T,1550,3.0,65.0,5/26/22,1.0,9000.0,950.0,1 out of 2,Super Area,Haltu,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,CHIKKATIRUPATHI,3 Bedroom,,1500,2.0,100.0,6/11/22,1.0,5500.0,450.0,1 out of 2,Carpet Area,Botanical Garden Area,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Kumaraswami Layout,5 Bedroom,,600,2.0,85.0,6/8/22,2.0,7500.0,800.0,Ground out of 2,Carpet Area,Bonhooghly,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Plot  Area,Ready To Move,Nagavara,1 Bedroom,,400,0.0,14.0,7/2/22,2.0,4000.0,600.0,1 out of 2,Carpet Area,Nilgung Old Bazar,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Malleshwaram,1 BHK,Utntspa,705,2.0,67.0,5/30/22,3.0,10500.0,800.0,2 out of 2,Carpet Area,"Teghoria, Baguiati",Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,770,1.0,36.0,7/3/22,3.0,15000.0,1100.0,Ground out of 2,Carpet Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Aniona ,1242,3.0,51.0,6/16/22,2.0,15000.0,800.0,Ground out of 2,Carpet Area,Baguiati,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,2.0,155.0,5/13/22,1.0,50000.0,2200.0,2 out of 5,Super Area,Kanchrapara,Kolkata,Furnished,Bachelors/Family,3.0,Contact Owner
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,2144,2.0,145.0,6/8/22,2.0,12000.0,950.0,1 out of 1,Carpet Area,"Jote Shibrampur, Joth Shibrampur",Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,21-Jun,Vijayanagar,3 BHK,Saahaat,1704,2.0,110.0,4/25/22,2.0,11000.0,550.0,2 out of 3,Carpet Area,Ultadanga,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,1.0,52.0,6/4/22,2.0,12000.0,1800.0,1 out of 1,Carpet Area,Birati,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Plot  Area,Ready To Move,8th block Koramangala,3 Bedroom,,1846,2.0,300.0,5/11/22,2.0,8000.0,1000.0,Ground out of 2,Super Area,"Chinar Park, Rajarhat",Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Jakkuru Layout,2 BHK,,1340,2.0,55.7,5/27/22,2.0,18000.0,600.0,Ground out of 3,Super Area,Bagha Jatin Pally,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1025,1.0,46.0,4/24/22,2.0,8000.0,750.0,2 out of 4,Carpet Area,rishi aurobindo sarani neat NIOH hospital,Kolkata,Semi-Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1015 - 1540,0.0,56.8,5/10/22,2.0,7000.0,685.0,2 out of 3,Super Area,Dum Dum Metro,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Agent
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,VRave E,1200,2.0,52.0,5/24/22,1.0,6500.0,44.0,Ground out of 1,Carpet Area,Baranagar,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,18-Dec,Kanakpura Road,4 Bedroom,,2250,1.0,110.0,6/10/22,4.0,13000.0,1200.0,Ground out of 2,Carpet Area,Tollygunge,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Pattandur Agrahara,3 BHK,MaidoPl,1550,3.0,80.0,5/5/22,2.0,9000.0,500.0,Ground out of 2,Carpet Area,Airport Near Gate No. 21/2,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Plot  Area,Ready To Move,Bellandur,4 Bedroom,,1200,,325.0,4/29/22,4.0,10000.0,1110.0,2 out of 2,Carpet Area,Purbasa,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Plot  Area,Ready To Move,Ejipura,7 Bedroom,,1800,1.0,250.0,5/5/22,2.0,12000.0,1000.0,1 out of 3,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Aiitya ,1200,2.0,60.0,6/26/22,2.0,5000.0,392.0,Ground out of 2,Super Area,Jadavpur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,PuziaVe,1327,2.0,98.0,5/9/22,2.0,6000.0,700.0,1 out of 2,Super Area,Barasat-Barrackpore Road,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kothanur,2 BHK,,1186,2.0,58.0,5/19/22,1.0,5200.0,750.0,2 out of 4,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,MS Pallya,3 Bedroom,,1783,1.0,115.0,6/7/22,3.0,15000.0,1500.0,1 out of 2,Super Area,"Biren Roy Road (W) Chowrashtra Behala, Raja Rammohan Roy Road",Kolkata,Unfurnished,Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,HSR Layout,3 BHK,NRosete,1400,2.0,56.0,4/29/22,2.0,9000.0,900.0,Ground out of 1,Super Area,Keshtopur,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Nagasandra,2 BHK,,980,1.0,48.0,7/3/22,1.0,24000.0,710.0,1 out of 1,Super Area,Salt Lake City Sector 1,Kolkata,Furnished,Bachelors,1.0,Contact Agent
Super built-up  Area,Ready To Move,EPIP Zone,2 BHK,,1285,2.0,82.0,5/26/22,1.0,5500.0,400.0,Ground out of 3,Carpet Area,jadavpur central park east,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Langford Town,3 BHK,,912,1.0,70.0,6/24/22,1.0,10000.0,700.0,1 out of 2,Carpet Area,Garia,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Built-up  Area,Ready To Move,Whitefield,2 BHK,Sancya ,1225,2.0,47.6,7/3/22,2.0,15000.0,1000.0,Ground out of 2,Carpet Area,Tn Chatterjee Street,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1075,1.0,53.0,6/12/22,1.0,4700.0,250.0,1 out of 2,Super Area,Kaikhali,Kolkata,Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Kadugodi,3 BHK,MSingco,1260,2.0,54.0,5/14/22,1.0,5000.0,500.0,Ground out of 3,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Pyikad ,1282,2.0,48.7,5/20/22,2.0,5000.0,450.0,2 out of 2,Carpet Area,Birati,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kogilu,3 BHK,CaIRSCr,1909,2.0,88.0,6/27/22,3.0,15000.0,1400.0,1 out of 3,Super Area,Survey Park,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Panathur,2 BHK,Prcesvy,1359,1.0,87.0,5/14/22,1.0,5000.0,500.0,1 out of 1,Carpet Area,Bata Nagar,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Nagondanahalli,2 BHK,,1207,2.0,43.5,6/17/22,2.0,6000.0,700.0,Ground out of 1,Carpet Area,Hatiara Extention,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Plot  Area,Ready To Move,Padmanabhanagar,4 Bedroom,,1736,0.0,190.0,6/4/22,3.0,18000.0,1200.0,1 out of 3,Carpet Area,Salt Lake City Sector 1,Kolkata,Semi-Furnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,20-May,1st Block Jayanagar,4 BHK,,2850,1.0,428.0,6/21/22,2.0,8000.0,450.0,1 out of 2,Carpet Area,Andul,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Emstael,1595,2.0,65.0,6/23/22,1.0,13000.0,500.0,2 out of 2,Carpet Area,Salt Lake City Sector 2,Kolkata,Furnished,Bachelors,1.0,Contact Agent
Built-up  Area,18-Jun,"Off Sarjapur Road, ",3 BHK,,1798,2.0,89.0,7/2/22,2.0,7500.0,400.0,Ground out of 1,Carpet Area,locality,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,SNdri N,1475,2.0,78.29,4/24/22,3.0,12000.0,1000.0,Ground out of 1,Super Area,Khardah,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3.0,100.0,6/4/22,2.0,11000.0,750.0,Ground out of 1,Carpet Area,Parnasree Pally,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Dasarahalli,2 BHK,Syonyph,1295,1.0,65.0,6/24/22,1.0,6000.0,450.0,Ground out of 2,Super Area,Baghajatin,Kolkata,Unfurnished,Family,1.0,Contact Owner
Built-up  Area,Ready To Move,Magadi Road,6 Bedroom,,3600,0.0,141.0,6/19/22,3.0,20000.0,1000.0,1 out of 2,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2.0,Contact Agent
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Itvir M,589,1.0,27.0,7/3/22,2.0,7000.0,500.0,1 out of 1,Carpet Area,sarsuna banerjee para,Kolkata,Unfurnished,Bachelors,2.0,Contact Owner
Super built-up  Area,Ready To Move,Ngef Layout,3 BHK,,1415,3.0,78.0,6/19/22,4.0,30000.0,1600.0,Ground out of 1,Carpet Area,Salt Lake City Sector 3,Kolkata,Unfurnished,Bachelors,2.0,Contact Agent
Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1787,2.0,98.29,7/2/22,2.0,7500.0,550.0,Ground out of 1,Carpet Area,Near Seven Tanks Road Dumdum Station,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,2.0,125.0,6/21/22,1.0,6500.0,550.0,1 out of 2,Super Area,Jyangra,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Piityra,1475,3.0,90.0,6/4/22,1.0,3000.0,200.0,2 out of 3,Super Area,Barasat,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Built-up  Area,Ready To Move,"Lakshminarayanapura, Electronic City Phase 2",4 BHK,,2000,1.0,75.5,6/30/22,2.0,5200.0,650.0,1 out of 2,Carpet Area,Sukchar,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Super built-up  Area,19-Mar,Sarjapur  Road,2 BHK,AsastDe,984,1.0,44.28,6/22/22,2.0,25000.0,1000.0,1 out of 1,Super Area,"Tagore Park, Kasba",Kolkata,Furnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,19-Dec,Devanahalli,3 BHK,Jurdsig,1520 - 1740,,74.82,5/27/22,2.0,12500.0,680.0,Ground out of 2,Carpet Area,Barrackpore,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Super built-up  Area,Ready To Move,Muthurayya Swamy Layout,3 BHK,MacleK ,2405,2.0,260.0,6/17/22,2.0,8500.0,720.0,Ground out of 1,Carpet Area,"Silpara, Purba Barisha",Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Owner
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,1080,2.0,72.0,6/20/22,2.0,3500.0,500.0,4 out of 5,Carpet Area,Konnagar,Kolkata,Unfurnished,Bachelors,1.0,Contact Owner
Plot  Area,Ready To Move,Shantiniketan Layout,2 Bedroom,,1500,1.0,115.0,6/30/22,2.0,7000.0,800.0,Ground out of 2,Super Area,Madhyam Gram,Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,Ready To Move,Hebbal,3 BHK,,1900,2.0,119.0,5/19/22,1.0,3000.0,160.0,Ground out of 1,Super Area,"Kudghat, Ashok Nagar",Kolkata,Unfurnished,Bachelors/Family,1.0,Contact Owner
Super built-up  Area,19-Aug,Dommasandra,2 BHK,,805,1.0,22.14,6/19/22,2.0,14000.0,1200.0,1 out of 2,Carpet Area,Salt Lake City Sector 5,Kolkata,Unfurnished,Bachelors/Family,2.0,Contact Agent
